Id;family;genus;species;taxonomic.rank;taxon;LME;FAO;habitat;reference.habitat;feeding.mode;reference.feeding.mode;tl;level.tl;reference.tl;body.shape;fin.shape;AR;level.AR;reference.AR;offspring.size;level.offspring.size;reference.offspring.size;spawning.type;reference.spawning.type;age.maturity;level.age.maturity;reference.age.maturity;fecundity;level.fecundity;reference.fecundity;length.infinity;growth.coefficient;level.growth;reference.growth;length.max;level.length.max;reference.length.max;age.max;level.age.max;reference.age.max
3741;Parazenidae;Cyttopsis;rosea;S;Cyttopsis rosea;25;27;bathypelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.01;spe;FroesePauly2018;compressiform;rounded;1.07;spe;FroesePauly2018;;;;non-guarder;FroesePauly2018;;;;;;;;;;;31;spe;FroesePauly2018;;;
3742;Pentanchidae;Apristurus;brunneus;S;Apristurus brunneus;2;67;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.58;spe;FroesePauly2018;elongated;heterocercal;0.56;gen;FroesePauly2018;50;spe;Flammang2011;non-guarder;FroesePauly2018;3.5;fam;FroesePauly2019;1;gen;Inferred from genus;46;0.38;fam;Liu2011;69;spe-ocean;FroesePauly2018;8;fam;FroesePauly2018
3743;Pentanchidae;Apristurus;brunneus;S;Apristurus brunneus;3;67;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.58;spe;FroesePauly2018;elongated;heterocercal;0.56;gen;FroesePauly2018;50;spe;Flammang2011;non-guarder;FroesePauly2018;3.5;fam;FroesePauly2019;1;gen;Inferred from genus;46;0.38;fam;Liu2011;69;spe-ocean;FroesePauly2018;8;fam;FroesePauly2018
3744;Pentanchidae;Apristurus;brunneus;S;Apristurus brunneus;3;77;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.58;spe;FroesePauly2018;elongated;heterocercal;0.56;gen;FroesePauly2018;50;spe;Flammang2011;non-guarder;FroesePauly2018;3.5;fam;FroesePauly2019;1;gen;Inferred from genus;46;0.38;fam;Liu2011;69;spe-ocean;FroesePauly2018;8;fam;FroesePauly2018
3745;Pentanchidae;Apristurus;kampae;S;Apristurus kampae;2;67;bathydemersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.89;genus;FroesePauly2018;elongated;heterocercal;0.56;gen;FroesePauly2018;60;spe;Ebert2003;non-guarder;FroesePauly2018;3.5;fam;FroesePauly2019;1;spe;FroesePauly2018;46;0.38;fam;Liu2011;57;spe-ocean;FroesePauly2018;8;fam;FroesePauly2018
3746;Pentanchidae;Apristurus;kampae;S;Apristurus kampae;3;67;bathydemersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.89;genus;FroesePauly2018;elongated;heterocercal;0.56;gen;FroesePauly2018;60;spe;Ebert2003;non-guarder;FroesePauly2018;3.5;fam;FroesePauly2019;1;spe;FroesePauly2018;46;0.38;fam;Liu2011;57;spe-ocean;FroesePauly2018;8;fam;FroesePauly2018
3747;Pentanchidae;Apristurus;kampae;S;Apristurus kampae;3;77;bathydemersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.89;genus;FroesePauly2018;elongated;heterocercal;0.56;gen;FroesePauly2018;60;spe;Ebert2003;non-guarder;FroesePauly2018;3.5;fam;FroesePauly2019;1;spe;FroesePauly2018;46;0.38;fam;Liu2011;57;spe-ocean;FroesePauly2018;8;fam;FroesePauly2018
3748;Pentanchidae;Apristurus;laurussonii;S;Apristurus laurussonii;7;21;bathydemersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.89;genus;FroesePauly2018;elongated;heterocercal;0.82;spe;FroesePauly2018;60;spe;Nakaya1998;non-guarder;FroesePauly2018;3.5;fam;FroesePauly2019;1;gen;Inferred from genus;46;0.38;fam;Liu2011;76;spe;FroesePauly2018;8;fam;FroesePauly2018
3749;Pentanchidae;Apristurus;laurussonii;S;Apristurus laurussonii;8;21;bathydemersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.89;genus;FroesePauly2018;elongated;heterocercal;0.82;spe;FroesePauly2018;60;spe;Nakaya1998;non-guarder;FroesePauly2018;3.5;fam;FroesePauly2019;1;gen;Inferred from genus;46;0.38;fam;Liu2011;76;spe;FroesePauly2018;8;fam;FroesePauly2018
3750;Pentanchidae;Apristurus;laurussonii;S;Apristurus laurussonii;59;27;bathydemersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.89;genus;FroesePauly2018;elongated;heterocercal;0.82;spe;FroesePauly2018;60;spe;Nakaya1998;non-guarder;FroesePauly2018;3.5;fam;FroesePauly2019;1;gen;Inferred from genus;46;0.38;fam;Liu2011;76;spe;FroesePauly2018;8;fam;FroesePauly2018
3751;Pentanchidae;Apristurus;manis;S;Apristurus manis;8;21;bathydemersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.89;genus;FroesePauly2018;elongated;heterocercal;0.56;gen;FroesePauly2018;52.5;gen;Inferred from genus;non-guarder;FroesePauly2018;3.5;fam;FroesePauly2019;1;gen;Inferred from genus;46;0.38;fam;Liu2011;85;spe;FroesePauly2018;8;fam;FroesePauly2018
3752;Pentanchidae;Apristurus;profundorum;S;Apristurus profundorum;7;21;bathydemersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.89;genus;FroesePauly2018;elongated;heterocercal;0.84;spe;FroesePauly2018;60;spe;Nakaya1999;non-guarder;FroesePauly2018;3.5;fam;FroesePauly2019;1;gen;Inferred from genus;46;0.38;fam;Liu2011;54;spe;FroesePauly2018;8;fam;FroesePauly2018
3753;Pentanchidae;Apristurus;profundorum;S;Apristurus profundorum;8;21;bathydemersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.89;genus;FroesePauly2018;elongated;heterocercal;0.84;spe;FroesePauly2018;60;spe;Nakaya1999;non-guarder;FroesePauly2018;3.5;fam;FroesePauly2019;1;gen;Inferred from genus;46;0.38;fam;Liu2011;54;spe;FroesePauly2018;8;fam;FroesePauly2018
3754;Pentanchidae;Apristurus;;G;Apristurus;8;21;bathydemersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.89;genus;FroesePauly2018;elongated;heterocercal;0.56;gen;FroesePauly2018;52.5;gen;Inferred from genus;non-guarder;inferred from genus;3.5;fam;FroesePauly2019;1;gen;Inferred from genus;46;0.38;fam;Liu2011;73;gen-ocean;FroesePauly2018;8;fam;FroesePauly2018
3755;Pentanchidae;Galeus;atlanticus;S;Galeus atlanticus;25;27;bathydemersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.12;genus;FroesePauly2018;elongated;heterocercal;0.71;gen;FroesePauly2018;20;spe;Pecuchet2017;non-guarder;inferred from genus;3.5;gen;FroesePauly2019;6;spe;Pecuchet2017;46;0.38;gen;Liu2011;49;gen-ocean;FroesePauly2018;8;gen;FroesePauly2018
3756;Pentanchidae;Galeus;melastomus;S;Galeus melastomus;20;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.17;spe;FroesePauly2018;elongated;heterocercal;1.23;spe;FroesePauly2018;42;spe;Pecuchet2017;non-guarder;FroesePauly2018;3.5;spe;FroesePauly2019;93;spe;Pecuchet2017;46;0.38;gen;Liu2011;54;spe-ocean;FroesePauly2018;8;spe;FroesePauly2018
3757;Pentanchidae;Galeus;melastomus;S;Galeus melastomus;21;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.17;spe;FroesePauly2018;elongated;heterocercal;1.23;spe;FroesePauly2018;42;spe;Pecuchet2017;non-guarder;FroesePauly2018;3.5;spe;FroesePauly2019;93;spe;Pecuchet2017;46;0.38;gen;Liu2011;54;spe-ocean;FroesePauly2018;8;spe;FroesePauly2018
3758;Pentanchidae;Galeus;melastomus;S;Galeus melastomus;22;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.17;spe;FroesePauly2018;elongated;heterocercal;1.23;spe;FroesePauly2018;42;spe;Pecuchet2017;non-guarder;FroesePauly2018;3.5;spe;FroesePauly2019;93;spe;Pecuchet2017;46;0.38;gen;Liu2011;54;spe-ocean;FroesePauly2018;8;spe;FroesePauly2018
3759;Pentanchidae;Galeus;melastomus;S;Galeus melastomus;24;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.17;spe;FroesePauly2018;elongated;heterocercal;1.23;spe;FroesePauly2018;42;spe;Pecuchet2017;non-guarder;FroesePauly2018;3.5;spe;FroesePauly2019;93;spe;Pecuchet2017;46;0.38;gen;Liu2011;54;spe-ocean;FroesePauly2018;8;spe;FroesePauly2018
3760;Pentanchidae;Galeus;melastomus;S;Galeus melastomus;25;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.17;spe;FroesePauly2018;elongated;heterocercal;1.23;spe;FroesePauly2018;42;spe;Pecuchet2017;non-guarder;FroesePauly2018;3.5;spe;FroesePauly2019;93;spe;Pecuchet2017;46;0.38;gen;Liu2011;54;spe-ocean;FroesePauly2018;8;spe;FroesePauly2018
3761;Pentanchidae;Galeus;melastomus;S;Galeus melastomus;26;37;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.17;spe;FroesePauly2018;elongated;heterocercal;1.23;spe;FroesePauly2018;42;spe;Pecuchet2017;non-guarder;FroesePauly2018;3.5;spe;FroesePauly2019;93;spe;Pecuchet2017;46;0.38;gen;Liu2011;54;spe-LME;FroesePauly2018;8;spe;FroesePauly2018
3762;Pentanchidae;Galeus;murinus;S;Galeus murinus;24;27;bathydemersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.12;genus;FroesePauly2018;elongated;heterocercal;0.71;gen;FroesePauly2018;30;spe;Pecuchet2017;non-guarder;inferred from genus;3.5;gen;FroesePauly2019;54;spe;Pecuchet2017;46;0.38;gen;Liu2011;63;spe;FroesePauly2018;8;gen;FroesePauly2018
3763;Pentanchidae;Parmaturus;xaniurus;S;Parmaturus xaniurus;3;67;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.78;spe;FroesePauly2018;elongated;heterocercal;0.32;gen;FroesePauly2018;30.67;fam;Inferred from family;non-guarder;FroesePauly2018;3.5;fam;FroesePauly2019;51;fam;Inferred from family;46;0.38;gen;Liu2011;71;spe-ocean;FroesePauly2018;8;fam;FroesePauly2018
3764;Pentanchidae;Parmaturus;xaniurus;S;Parmaturus xaniurus;3;77;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.78;spe;FroesePauly2018;elongated;heterocercal;0.32;gen;FroesePauly2018;30.67;fam;Inferred from family;non-guarder;FroesePauly2018;3.5;fam;FroesePauly2019;51;fam;Inferred from family;46;0.38;gen;Liu2011;71;spe-ocean;FroesePauly2018;8;fam;FroesePauly2018
3765;Percidae;Gymnocephalus;cernuus;S;Gymnocephalus cernuus;23;27;demersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.44;genus;FroesePauly2018;fusiform;forked;1.79;gen;FroesePauly2018;1.79;gen;FroesePauly2018;non-guarder;FroesePauly2018;1.7;gen-ocean;FroesePauly2019;125000;gen-LME;FroesePauly2018;20;0.31;gen-LME;FroesePauly2018;20;gen-ocean;FroesePauly2018;10;spe;FroesePauly2018
3766;Percidae;Sander;lucioperca;S;Sander lucioperca;24;27;pelagic;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.04;spe;FroesePauly2018;fusiform;forked;1.39;spe;FroesePauly2018;0.9;spe;FroesePauly2018;guarder;FroesePauly2018;4;spe-FAO;FroesePauly2019;685311;spe-LME;FroesePauly2018;98;0.12;spe-ocean;FroesePauly2018;130;spe-ocean;FroesePauly2018;17;spe-ocean;FroesePauly2018
3767;Percophidae;Bembrops;anatirostris;S;Bembrops anatirostris;5;31;bathydemersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.95;genus;FroesePauly2018;elongated;truncate;1.03;spe;FroesePauly2018;;;;;;;;;;;;61;0.2;fam-ocean;FroesePauly2018;35;spe;FroesePauly2018;12.3;fam-ocean;FroesePauly2018
3768;Percophidae;Bembrops;gobioides;S;Bembrops gobioides;5;31;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.95;genus;FroesePauly2018;elongated;truncate;1.17;gen;FroesePauly2018;;;;;;;;;;;;61;0.2;fam-ocean;FroesePauly2018;30;spe;FroesePauly2018;12.3;fam-ocean;FroesePauly2018
3769;Percophidae;Bembrops;gobioides;S;Bembrops gobioides;7;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.95;genus;FroesePauly2018;elongated;truncate;1.17;gen;FroesePauly2018;;;;;;;;;;;;61;0.2;fam-ocean;FroesePauly2018;30;spe;FroesePauly2018;12.3;fam-ocean;FroesePauly2018
3770;Peristediidae;Peristedion;cataphractum;S;Peristedion cataphractum;25;27;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.66;genus;FroesePauly2018;elongated;truncate;1.32;spe;FroesePauly2018;1.52;gen;Inferred from genus;;;;;;;;;35;0.22;spe-ocean;FroesePauly2018;40;spe;FroesePauly2018;;;
3771;Peristediidae;Peristedion;gracile;S;Peristedion gracile;5;31;bathydemersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.66;genus;FroesePauly2018;elongated;truncate;1.65;gen;FroesePauly2018;1.52;gen;Inferred from genus;;;;;;;;;35;0.22;gen-ocean;FroesePauly2018;20;spe;FroesePauly2018;;;
3772;Peristediidae;Peristedion;gracile;S;Peristedion gracile;6;31;bathydemersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.66;genus;FroesePauly2018;elongated;truncate;1.65;gen;FroesePauly2018;1.52;gen;Inferred from genus;;;;;;;;;35;0.22;gen-ocean;FroesePauly2018;20;spe;FroesePauly2018;;;
3773;Peristediidae;Peristedion;gracile;S;Peristedion gracile;7;21;bathydemersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.66;genus;FroesePauly2018;elongated;truncate;1.65;gen;FroesePauly2018;1.52;gen;Inferred from genus;;;;;;;;;35;0.22;gen-ocean;FroesePauly2018;20;spe;FroesePauly2018;;;
3774;Peristediidae;Peristedion;greyae;S;Peristedion greyae;5;31;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.66;genus;FroesePauly2018;elongated;truncate;1.65;gen;FroesePauly2018;1.52;gen;Inferred from genus;;;;;;;;;35;0.22;gen-ocean;FroesePauly2018;14;gen-FAO;FroesePauly2018;;;
3775;Peristediidae;Peristedion;miniatum;S;Peristedion miniatum;5;31;bathydemersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.66;genus;FroesePauly2018;elongated;truncate;1.65;gen;FroesePauly2018;1.52;gen;Inferred from genus;;;;;;;;;35;0.22;gen-ocean;FroesePauly2018;30;spe;FroesePauly2018;;;
3776;Peristediidae;Peristedion;miniatum;S;Peristedion miniatum;6;31;bathydemersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.66;genus;FroesePauly2018;elongated;truncate;1.65;gen;FroesePauly2018;1.52;gen;Inferred from genus;;;;;;;;;35;0.22;gen-ocean;FroesePauly2018;30;spe;FroesePauly2018;;;
3777;Peristediidae;Peristedion;miniatum;S;Peristedion miniatum;7;21;bathydemersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.66;genus;FroesePauly2018;elongated;truncate;1.65;gen;FroesePauly2018;1.52;gen;Inferred from genus;;;;;;;;;35;0.22;gen-ocean;FroesePauly2018;30;spe;FroesePauly2018;;;
3778;Peristediidae;Peristedion;miniatum;S;Peristedion miniatum;8;21;bathydemersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.66;genus;FroesePauly2018;elongated;truncate;1.65;gen;FroesePauly2018;1.52;gen;Inferred from genus;;;;;;;;;35;0.22;gen-ocean;FroesePauly2018;30;spe;FroesePauly2018;;;
3779;Petromyzontidae;Entosphenus;tridentatus;S;Entosphenus tridentatus;1;61;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.5;spe;FroesePauly2018;eel-like;pointed;0.87;spe;FroesePauly2018;1.03;fam;FroesePauly2018;non-guarder;FroesePauly2018;5.9;fam-ocean;FroesePauly2019;58000;spe-ocean;FroesePauly2018;28;0.2;fam-ocean;FroesePauly2018;76;spe-ocean;FroesePauly2018;9;spe;FroesePauly2018
3780;Petromyzontidae;Entosphenus;tridentatus;S;Entosphenus tridentatus;1;67;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.5;spe;FroesePauly2018;eel-like;pointed;0.87;spe;FroesePauly2018;1.03;fam;FroesePauly2018;non-guarder;FroesePauly2018;5.9;fam-ocean;FroesePauly2019;58000;spe-ocean;FroesePauly2018;28;0.2;fam-ocean;FroesePauly2018;76;spe-ocean;FroesePauly2018;9;spe;FroesePauly2018
3781;Petromyzontidae;Entosphenus;tridentatus;S;Entosphenus tridentatus;2;67;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.5;spe;FroesePauly2018;eel-like;pointed;0.87;spe;FroesePauly2018;1.03;fam;FroesePauly2018;non-guarder;FroesePauly2018;5.9;fam-ocean;FroesePauly2019;58000;spe-ocean;FroesePauly2018;28;0.2;fam-ocean;FroesePauly2018;76;spe-ocean;FroesePauly2018;9;spe;FroesePauly2018
3782;Petromyzontidae;Entosphenus;tridentatus;S;Entosphenus tridentatus;3;67;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.5;spe;FroesePauly2018;eel-like;pointed;0.87;spe;FroesePauly2018;1.03;fam;FroesePauly2018;non-guarder;FroesePauly2018;5.9;fam-ocean;FroesePauly2019;58000;spe-ocean;FroesePauly2018;28;0.2;fam-ocean;FroesePauly2018;76;spe-ocean;FroesePauly2018;9;spe;FroesePauly2018
3783;Petromyzontidae;Entosphenus;tridentatus;S;Entosphenus tridentatus;3;77;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.5;spe;FroesePauly2018;eel-like;pointed;0.87;spe;FroesePauly2018;1.03;fam;FroesePauly2018;non-guarder;FroesePauly2018;5.9;fam-ocean;FroesePauly2019;58000;spe-ocean;FroesePauly2018;28;0.2;fam-ocean;FroesePauly2018;76;spe-ocean;FroesePauly2018;9;spe;FroesePauly2018
3784;Petromyzontidae;Entosphenus;tridentatus;S;Entosphenus tridentatus;65;61;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.5;spe;FroesePauly2018;eel-like;pointed;0.87;spe;FroesePauly2018;1.03;fam;FroesePauly2018;non-guarder;FroesePauly2018;5.9;fam-ocean;FroesePauly2019;58000;spe-ocean;FroesePauly2018;28;0.2;fam-ocean;FroesePauly2018;76;spe-ocean;FroesePauly2018;9;spe;FroesePauly2018
3785;Petromyzontidae;Entosphenus;tridentatus;S;Entosphenus tridentatus;65;67;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.5;spe;FroesePauly2018;eel-like;pointed;0.87;spe;FroesePauly2018;1.03;fam;FroesePauly2018;non-guarder;FroesePauly2018;5.9;fam-ocean;FroesePauly2019;58000;spe-ocean;FroesePauly2018;28;0.2;fam-ocean;FroesePauly2018;76;spe-ocean;FroesePauly2018;9;spe;FroesePauly2018
3786;Petromyzontidae;Lampetra;fluviatilis;S;Lampetra fluviatilis;22;27;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.5;spe;FroesePauly2018;eel-like;rounded;0.61;gen;FroesePauly2018;0.61;gen;FroesePauly2018;non-guarder;FroesePauly2018;4;gen-ocean;FroesePauly2019;23250;spe-LME;FroesePauly2018;22;0.16;gen-ocean;FroesePauly2018;45;spe-FAO;FroesePauly2018;10;spe;FroesePauly2018
3787;Petromyzontidae;Lampetra;fluviatilis;S;Lampetra fluviatilis;23;27;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.5;spe;FroesePauly2018;eel-like;rounded;0.61;gen;FroesePauly2018;0.61;gen;FroesePauly2018;non-guarder;FroesePauly2018;4;gen-ocean;FroesePauly2019;23250;spe-LME;FroesePauly2018;22;0.16;gen-ocean;FroesePauly2018;45;spe-LME;FroesePauly2018;10;spe;FroesePauly2018
3788;Petromyzontidae;Lampetra;fluviatilis;S;Lampetra fluviatilis;24;27;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.5;spe;FroesePauly2018;eel-like;rounded;0.61;gen;FroesePauly2018;0.61;gen;FroesePauly2018;non-guarder;FroesePauly2018;4;gen-ocean;FroesePauly2019;23250;spe-LME;FroesePauly2018;22;0.16;gen-ocean;FroesePauly2018;45;spe-FAO;FroesePauly2018;10;spe;FroesePauly2018
3789;Petromyzontidae;Petromyzon;marinus;S;Petromyzon marinus;6;21;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.37;spe;FroesePauly2018;eel-like;rounded;0.81;spe;FroesePauly2018;1.1;spe;FroesePauly2018;non-guarder;FroesePauly2018;7;spe-ocean;FroesePauly2019;234333;spe-ocean;FroesePauly2018;54;0.16;spe-ocean;FroesePauly2018;84;spe-LME;FroesePauly2018;11;spe;FroesePauly2018
3790;Petromyzontidae;Petromyzon;marinus;S;Petromyzon marinus;7;21;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.37;spe;FroesePauly2018;eel-like;rounded;0.81;spe;FroesePauly2018;1.1;spe;FroesePauly2018;non-guarder;FroesePauly2018;7;spe-ocean;FroesePauly2019;234333;spe-ocean;FroesePauly2018;54;0.16;spe-ocean;FroesePauly2018;84;spe-LME;FroesePauly2018;11;spe;FroesePauly2018
3791;Petromyzontidae;Petromyzon;marinus;S;Petromyzon marinus;8;21;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.37;spe;FroesePauly2018;eel-like;rounded;0.81;spe;FroesePauly2018;1.1;spe;FroesePauly2018;non-guarder;FroesePauly2018;7;spe-ocean;FroesePauly2019;234333;spe-ocean;FroesePauly2018;54;0.16;spe-ocean;FroesePauly2018;84;spe-FAO;FroesePauly2018;11;spe;FroesePauly2018
3792;Petromyzontidae;Petromyzon;marinus;S;Petromyzon marinus;18;21;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.37;spe;FroesePauly2018;eel-like;rounded;0.81;spe;FroesePauly2018;1.1;spe;FroesePauly2018;non-guarder;FroesePauly2018;7;spe-ocean;FroesePauly2019;234333;spe-ocean;FroesePauly2018;54;0.16;spe-ocean;FroesePauly2018;84;spe-FAO;FroesePauly2018;11;spe;FroesePauly2018
3793;Petromyzontidae;Petromyzon;marinus;S;Petromyzon marinus;19;27;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.37;spe;FroesePauly2018;eel-like;rounded;0.81;spe;FroesePauly2018;1.1;spe;FroesePauly2018;non-guarder;FroesePauly2018;7;spe-ocean;FroesePauly2019;237500;spe-LME;FroesePauly2018;54;0.16;spe-ocean;FroesePauly2018;120;spe-ocean;FroesePauly2018;11;spe;FroesePauly2018
3794;Petromyzontidae;Petromyzon;marinus;S;Petromyzon marinus;20;27;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.37;spe;FroesePauly2018;eel-like;rounded;0.81;spe;FroesePauly2018;1.1;spe;FroesePauly2018;non-guarder;FroesePauly2018;7;spe-ocean;FroesePauly2019;237500;spe-LME;FroesePauly2018;54;0.16;spe-ocean;FroesePauly2018;120;spe-ocean;FroesePauly2018;11;spe;FroesePauly2018
3795;Petromyzontidae;Petromyzon;marinus;S;Petromyzon marinus;21;27;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.37;spe;FroesePauly2018;eel-like;rounded;0.81;spe;FroesePauly2018;1.1;spe;FroesePauly2018;non-guarder;FroesePauly2018;7;spe-ocean;FroesePauly2019;237500;spe-LME;FroesePauly2018;54;0.16;spe-ocean;FroesePauly2018;120;spe-ocean;FroesePauly2018;11;spe;FroesePauly2018
3796;Petromyzontidae;Petromyzon;marinus;S;Petromyzon marinus;22;27;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.37;spe;FroesePauly2018;eel-like;rounded;0.81;spe;FroesePauly2018;1.1;spe;FroesePauly2018;non-guarder;FroesePauly2018;7;spe-ocean;FroesePauly2019;237500;spe-LME;FroesePauly2018;54;0.16;spe-ocean;FroesePauly2018;120;spe-ocean;FroesePauly2018;11;spe;FroesePauly2018
3797;Petromyzontidae;Petromyzon;marinus;S;Petromyzon marinus;23;27;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.37;spe;FroesePauly2018;eel-like;rounded;0.81;spe;FroesePauly2018;1.1;spe;FroesePauly2018;non-guarder;FroesePauly2018;7;spe-ocean;FroesePauly2019;237500;spe-LME;FroesePauly2018;54;0.16;spe-ocean;FroesePauly2018;120;spe-ocean;FroesePauly2018;11;spe;FroesePauly2018
3798;Petromyzontidae;Petromyzon;marinus;S;Petromyzon marinus;24;27;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.37;spe;FroesePauly2018;eel-like;rounded;0.81;spe;FroesePauly2018;1.1;spe;FroesePauly2018;non-guarder;FroesePauly2018;7;spe-ocean;FroesePauly2019;237500;spe-LME;FroesePauly2018;54;0.16;spe-ocean;FroesePauly2018;120;spe-ocean;FroesePauly2018;11;spe;FroesePauly2018
3799;Petromyzontidae;;;F;Petromyzontidae;2;67;non-pelagic;FroesePauly2018, OBIS2018;generalist;inferred from family;3.8;family;FroesePauly2018;eel-like;rounded;0.65;fam;FroesePauly2018;1.03;fam;FroesePauly2018;non-guarder;inferred from family;5.9;fam-ocean;FroesePauly2019;43011;fam-ocean;FroesePauly2018;28;0.2;fam-ocean;FroesePauly2018;16;fam-LME;FroesePauly2018;10;fam;FroesePauly2018
